1;1;3;3;2;2;3;1;2;2;3;2;2;3;3;3;1;1;3;1;3;1;2;3;3;2.16;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;6;7
1;2;1;3;2;2;1;1;3;1;2;3;3;1;1;3;1;2;1;3;1;3;3;1;2;1.88;0;3;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;7
3;1;1;3;1;3;3;1;3;1;3;2;3;2;2;2;1;3;1;2;2;1;1;2;3;2;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;6;8
3;1;3;1;2;1;3;1;2;2;2;3;1;3;1;1;1;1;3;1;1;2;2;2;1;1.76;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;3;3;9
3;1;1;1;1;2;3;3;2;3;3;1;3;3;1;3;3;2;3;3;1;1;2;1;3;2.12;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;6;7
2;1;2;3;2;2;1;3;2;1;1;3;1;3;2;3;1;3;2;2;1;3;3;3;3;2.12;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;13
3;1;2;3;2;4;1;3;2;1;1;3;1;3;2;3;1;3;2;2;1;3;3;3;3;2.24;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;6;13
2;2;3;2;1;1;3;2;2;3;1;1;2;3;1;1;1;1;2;3;3;2;2;1;2;1.88;0;3;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;13
1;2;1;3;1;1;1;2;2;3;2;2;1;3;2;2;3;2;2;1;3;3;2;2;1;1.92;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;13
1;2;3;2;2;3;3;3;3;1;1;2;1;2;2;2;1;1;1;2;1;1;3;3;3;1.96;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;6;40
3;2;3;1;3;2;1;1;2;2;3;2;2;1;1;2;3;1;2;3;3;3;1;3;3;2.12;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;40
2;1;2;3;1;2;1;3;2;2;2;2;1;2;1;1;1;2;1;1;2;1;1;3;1;1.64;0;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;5
2;1;2;3;1;2;1;3;2;2;1;4;1;2;1;1;1;2;1;1;2;1;1;3;1;1.68;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;2;4
2;3;3;1;1;3;3;2;2;2;1;3;1;2;3;2;2;3;3;1;1;2;1;1;1;1.96;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;6;1
2;2;3;2;2;2;1;1;2;1;2;2;3;2;2;1;3;2;1;2;3;3;3;2;2;2.04;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;6
1;1;2;3;3;3;3;3;2;2;2;1;1;2;2;1;1;1;3;3;2;2;2;3;3;2.08;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;6;4
1;2;2;2;1;1;2;1;2;1;2;2;3;1;1;2;3;3;3;2;2;1;1;3;3;1.88;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;6
2;2;1;2;3;2;2;3;3;3;1;2;2;2;3;3;2;1;2;1;3;3;2;1;2;2.12;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;2
3;1;2;1;3;2;1;3;3;3;2;3;3;1;2;2;2;1;2;1;2;3;2;2;1;2.04;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;3
1;3;3;1;2;3;1;3;2;3;1;3;2;2;2;3;3;2;3;3;1;3;1;1;2;2.16;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;4
3;3;3;1;3;1;1;2;1;3;3;3;1;1;3;1;3;2;1;1;3;3;3;3;2;2.16;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;2;6;5
3;3;3;1;3;1;1;2;1;3;3;3;1;1;3;1;3;2;1;1;1;6;3;3;2;2.2;6;6;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3
3;2;3;1;2;1;2;3;3;1;2;2;1;2;1;1;2;2;3;2;2;3;1;3;1;1.96;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;4;2
1;3;3;2;2;3;1;3;1;3;2;1;1;3;3;3;3;3;3;3;1;1;3;3;1;2.24;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;6;1
2;2;2;1;2;3;3;3;3;1;2;3;3;2;1;1;2;3;3;1;1;3;3;2;1;2.12;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;2;6;3
3;1;3;3;1;3;3;3;1;3;2;2;2;2;1;2;2;3;2;3;2;2;3;1;1;2.16;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;3
1;3;3;2;2;2;1;1;2;1;2;3;3;2;2;3;2;1;1;3;3;2;2;2;1;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;4;7
1;3;2;3;1;1;1;2;3;3;3;3;3;3;3;2;3;3;2;3;3;3;1;3;1;2.36;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;2;6;3
2;3;1;1;2;3;3;1;1;3;1;1;2;1;2;2;2;2;3;2;1;2;2;1;3;1.88;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;4;2
1;2;1;2;3;2;3;2;2;3;3;2;1;3;2;3;2;1;1;3;3;2;1;2;2;2.08;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;4;2
2;1;1;1;2;2;1;3;2;2;2;1;1;1;2;3;3;3;1;1;1;2;2;2;3;1.8;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;6;3
1;2;3;1;1;2;1;3;3;1;2;3;3;3;2;2;2;2;3;1;1;2;3;3;1;2.04;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;4
3;1;3;1;1;3;3;1;3;3;2;2;3;1;1;2;3;3;3;2;3;3;3;1;2;2.24;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;4;3
1;1;1;3;1;1;3;2;1;2;3;3;2;3;2;1;2;3;1;1;2;3;3;3;2;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;6;5
1;1;3;1;1;1;1;2;1;1;2;1;3;3;2;3;3;3;3;3;3;3;1;1;2;1.96;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;1
1;1;1;2;1;2;2;3;2;2;1;2;1;1;2;1;2;3;1;2;2;1;3;1;3;1.72;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;3
1;1;1;3;2;2;1;3;2;3;2;1;3;2;1;1;1;1;3;1;1;3;1;3;3;1.84;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;6;3
1;2;2;3;3;2;3;3;1;1;1;1;2;3;2;3;1;2;3;2;1;2;2;2;1;1.96;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;4;5
3;3;1;3;1;3;3;1;1;2;3;1;1;3;2;3;2;2;2;3;2;2;1;2;3;2.12;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;4;3
